datetime,open,high,low,close,volume
2025-07-08 19:30:00,3315.305,3315.955,3294.435,3296.65,52141.0
2025-07-08 20:30:00,3296.67,3300.375,3287.11,3298.205,36535.0
2025-07-08 21:30:00,3298.21,3301.655,3295.93,3300.505,29221.0
2025-07-08 22:30:00,3300.49,3310.525,3299.37,3306.51,28411.0
2025-07-08 23:30:00,3306.52,3308.33,3300.68,3305.43,16001.0
2025-07-09 00:30:00,3305.465,3306.235,3302.495,3303.0,11113.0
2025-07-09 01:30:00,3303.01,3303.885,3299.43,3301.72,2454.0
2025-07-09 03:30:00,3302.83,3304.12,3300.39,3301.625,2275.0
2025-07-09 04:30:00,3301.665,3303.965,3297.29,3302.365,6043.0
2025-07-09 05:30:00,3302.355,3308.145,3301.925,3307.175,13918.0
2025-07-09 06:30:00,3307.11,3307.305,3299.385,3301.89,16147.0
2025-07-09 07:30:00,3301.875,3303.035,3286.325,3288.63,20456.0
2025-07-09 08:30:00,3288.615,3294.775,3284.98,3293.395,16503.0
2025-07-09 09:30:00,3293.375,3296.49,3291.27,3294.05,10318.0
2025-07-09 10:30:00,3294.07,3297.885,3289.08,3289.495,16348.0
2025-07-09 11:30:00,3289.535,3292.88,3285.65,3292.39,16672.0
2025-07-09 12:30:00,3292.405,3296.1,3288.34,3291.94,18834.0
2025-07-09 13:30:00,3291.865,3292.73,3282.665,3285.08,17317.0
2025-07-09 14:30:00,3285.06,3290.515,3284.465,3289.055,10126.0
2025-07-09 15:30:00,3289.13,3296.04,3288.31,3295.555,9846.0
2025-07-09 16:30:00,3295.545,3296.035,3283.295,3284.99,12821.0
2025-07-09 17:30:00,3284.995,3297.595,3284.995,3296.525,20892.0
2025-07-09 18:30:00,3296.54,3305.345,3291.94,3300.305,35510.0
2025-07-09 19:30:00,3300.3,3313.035,3299.575,3312.42,35351.0
2025-07-09 20:30:00,3312.44,3312.985,3306.405,3309.64,22001.0
2025-07-09 21:30:00,3309.63,3313.385,3307.995,3311.93,16923.0
2025-07-09 22:30:00,3311.935,3314.69,3308.25,3309.57,19554.0
2025-07-09 23:30:00,3309.505,3313.77,3308.105,3311.485,18598.0
2025-07-10 00:30:00,3311.49,3316.99,3311.025,3315.79,16102.0
2025-07-10 01:30:00,3315.765,3315.975,3311.67,3313.7,2394.0
2025-07-10 03:30:00,3315.76,3321.295,3314.89,3319.585,3497.0
2025-07-10 04:30:00,3319.565,3319.83,3315.84,3317.705,5484.0
2025-07-10 05:30:00,3317.695,3322.09,3316.64,3317.71,14312.0
2025-07-10 06:30:00,3317.7,3326.39,3316.54,3322.285,18877.0
2025-07-10 07:30:00,3322.28,3323.69,3318.165,3319.245,11390.0
2025-07-10 08:30:00,3319.23,3320.24,3315.43,3315.765,9812.0
2025-07-10 09:30:00,3315.77,3322.605,3314.84,3322.295,8752.0
2025-07-10 10:30:00,3322.3,3325.185,3320.745,3321.205,11182.0
2025-07-10 11:30:00,3321.19,3328.565,3321.0,3325.395,13333.0
2025-07-10 12:30:00,3325.38,3329.545,3319.895,3321.075,12483.0
2025-07-10 13:30:00,3321.09,3330.275,3319.91,3328.725,9589.0
2025-07-10 14:30:00,3328.74,3330.36,3323.34,3326.51,8385.0
2025-07-10 15:30:00,3326.545,3328.825,3322.305,3325.31,10426.0
2025-07-10 16:30:00,3325.36,3330.325,3318.365,3320.54,14593.0
2025-07-10 17:30:00,3320.58,3326.18,3317.94,3323.815,18891.0
2025-07-10 18:30:00,3323.885,3329.615,3312.01,3312.875,39079.0
2025-07-10 19:30:00,3312.855,3321.78,3310.175,3315.065,31990.0
2025-07-10 20:30:00,3315.08,3321.685,3314.745,3319.73,17189.0
2025-07-10 21:30:00,3319.75,3320.03,3312.25,3315.17,14129.0
2025-07-10 22:30:00,3315.11,3318.63,3314.725,3317.445,7669.0
2025-07-10 23:30:00,3317.435,3321.985,3316.505,3321.575,11630.0
2025-07-11 00:30:00,3321.565,3326.065,3321.56,3324.8,13394.0
2025-07-11 01:30:00,3324.845,3325.315,3323.36,3324.015,3206.0
2025-07-11 03:30:00,3325.94,3326.83,3321.915,3323.425,4334.0
2025-07-11 04:30:00,3323.355,3326.605,3323.14,3323.81,4700.0
2025-07-11 05:30:00,3323.775,3336.192,3323.615,3330.61,19458.0
2025-07-11 06:30:00,3330.455,3331.695,3325.17,3329.605,19384.0
2025-07-11 07:30:00,3329.55,3335.115,3327.085,3332.505,14241.0
2025-07-11 08:30:00,3332.515,3336.12,3332.075,3333.725,10378.0
2025-07-11 09:30:00,3333.75,3335.4,3329.79,3332.08,13150.0
2025-07-11 10:30:00,3332.05,3341.805,3331.995,3334.17,22727.0
2025-07-11 11:30:00,3334.17,3344.13,3332.21,3332.45,29256.0
2025-07-11 12:30:00,3332.46,3342.385,3331.245,3342.065,27394.0
2025-07-11 13:30:00,3341.995,3343.855,3332.815,3333.17,30476.0
2025-07-11 14:30:00,3333.19,3340.03,3332.83,3339.495,22600.0
2025-07-11 15:30:00,3339.51,3348.41,3339.495,3345.065,27164.0
2025-07-11 16:30:00,3345.125,3350.33,3342.045,3347.55,27844.0
2025-07-11 17:30:00,3347.555,3357.205,3344.185,3355.17,36111.0
2025-07-11 18:30:00,3355.16,3359.43,3350.14,3352.015,58370.0
2025-07-11 19:30:00,3352.06,3363.87,3350.27,3361.255,56029.0
2025-07-11 20:30:00,3361.33,3368.86,3356.915,3358.835,40957.0
2025-07-11 21:30:00,3358.86,3359.605,3352.82,3353.8,32767.0
2025-07-11 22:30:00,3353.75,3354.16,3349.255,3353.455,25938.0
2025-07-11 23:30:00,3353.485,3358.53,3353.39,3356.115,22099.0
2025-07-12 00:30:00,3356.125,3359.82,3355.625,3356.405,24805.0
2025-07-12 01:30:00,3356.42,3358.725,3353.61,3355.665,4509.0
2025-07-14 03:30:00,3362.375,3371.385,3359.905,3369.665,11484.0
2025-07-14 04:30:00,3369.575,3374.255,3366.6,3367.61,10341.0
2025-07-14 05:30:00,3367.74,3373.355,3364.895,3367.52,20765.0
2025-07-14 06:30:00,3367.51,3370.245,3356.945,3358.59,28327.0
2025-07-14 07:30:00,3358.545,3359.665,3353.87,3357.485,20854.0
2025-07-14 08:30:00,3357.415,3359.73,3355.57,3357.205,14126.0
2025-07-14 09:30:00,3357.145,3361.84,3353.9,3359.835,20345.0
2025-07-14 10:30:00,3359.625,3360.485,3353.675,3357.64,15453.0
2025-07-14 11:30:00,3357.71,3369.915,3356.665,3369.06,18330.0
2025-07-14 12:30:00,3369.075,3375.085,3366.75,3372.13,21687.0
2025-07-14 13:30:00,3372.135,3372.75,3365.44,3366.075,15562.0
2025-07-14 14:30:00,3366.18,3370.48,3364.04,3370.33,10651.0
2025-07-14 15:30:00,3370.41,3374.69,3369.94,3372.095,11245.0
2025-07-14 16:30:00,3372.18,3373.25,3363.915,3364.14,12371.0
2025-07-14 17:30:00,3364.16,3366.705,3349.385,3350.12,28696.0
2025-07-14 18:30:00,3350.1,3359.06,3347.325,3355.385,38245.0
2025-07-14 19:30:00,3355.365,3356.425,3341.09,3343.13,38235.0
2025-07-14 20:30:00,3343.125,3349.735,3342.525,3345.16,23378.0
2025-07-14 21:30:00,3345.155,3349.44,3343.145,3347.83,14763.0
2025-07-14 22:30:00,3347.89,3351.77,3347.48,3351.12,11428.0
2025-07-14 23:30:00,3351.125,3351.3,3347.955,3348.925,6567.0
2025-07-15 00:30:00,3348.93,3350.525,3343.26,3344.305,11131.0
2025-07-15 01:30:00,3344.365,3345.725,3341.395,3343.755,4405.0
2025-07-15 03:30:00,3343.085,3345.95,3341.55,3345.895,1630.0
2025-07-15 04:30:00,3345.88,3346.535,3343.92,3345.34,2918.0
2025-07-15 05:30:00,3345.315,3349.515,3344.71,3347.62,7202.0
2025-07-15 06:30:00,3347.635,3350.76,3346.1,3346.735,11346.0
2025-07-15 07:30:00,3346.755,3352.16,3345.795,3350.975,10073.0
2025-07-15 08:30:00,3351.055,3358.425,3350.9,3357.98,10956.0
2025-07-15 09:30:00,3357.99,3361.44,3357.735,3360.26,7566.0
2025-07-15 10:30:00,3360.285,3365.295,3360.285,3362.155,7879.0
2025-07-15 11:30:00,3362.17,3364.32,3357.675,3358.265,13627.0
2025-07-15 12:30:00,3358.285,3365.185,3357.575,3364.4,10173.0
2025-07-15 13:30:00,3364.33,3365.725,3356.6,3361.045,14350.0
2025-07-15 14:30:00,3361.065,3364.725,3358.655,3363.435,11442.0
2025-07-15 15:30:00,3363.475,3366.425,3361.285,3361.56,8839.0
2025-07-15 16:30:00,3361.505,3362.105,3354.18,3354.915,11921.0
2025-07-15 17:30:00,3354.89,3360.675,3346.61,3348.915,31171.0
2025-07-15 18:30:00,3348.945,3352.58,3334.38,3346.89,44904.0
2025-07-15 19:30:00,3346.885,3352.245,3342.62,3347.955,38679.0
2025-07-15 20:30:00,3347.96,3349.89,3325.335,3329.02,39966.0
2025-07-15 21:30:00,3328.975,3330.42,3320.305,3329.32,22267.0
2025-07-15 22:30:00,3329.39,3331.4,3325.915,3328.185,12899.0
2025-07-15 23:30:00,3328.29,3331.99,3325.875,3328.87,12124.0
2025-07-16 00:30:00,3328.85,3331.365,3326.59,3330.505,11504.0
2025-07-16 01:30:00,3330.52,3331.025,3324.935,3325.005,2605.0
2025-07-16 03:30:00,3326.32,3327.855,3325.635,3326.715,1341.0
2025-07-16 04:30:00,3326.825,3331.805,3326.455,3331.1,2555.0
2025-07-16 05:30:00,3331.105,3332.73,3328.98,3330.54,9421.0
2025-07-16 06:30:00,3330.555,3335.135,3328.915,3330.96,15592.0
2025-07-16 07:30:00,3330.955,3331.575,3325.21,3326.3,9159.0
2025-07-16 08:30:00,3326.295,3335.17,3326.07,3334.465,9013.0
2025-07-16 09:30:00,3334.46,3338.7,3332.87,3338.295,9579.0
2025-07-16 10:30:00,3338.305,3340.0,3335.57,3338.195,10187.0
2025-07-16 11:30:00,3338.235,3342.19,3337.76,3339.24,10038.0
2025-07-16 12:30:00,3339.23,3340.285,3336.06,3337.87,6898.0
2025-07-16 13:30:00,3337.94,3342.775,3337.775,3342.08,6470.0
2025-07-16 14:30:00,3342.065,3343.08,3339.055,3340.07,7409.0
2025-07-16 15:30:00,3339.97,3340.485,3333.945,3335.01,8831.0
2025-07-16 16:30:00,3334.97,3340.34,3333.84,3339.435,12151.0
2025-07-16 17:30:00,3339.4,3341.07,3331.01,3334.61,27671.0
2025-07-16 18:30:00,3334.695,3339.6,3322.065,3326.91,43042.0
2025-07-16 19:30:00,3326.905,3342.685,3319.695,3338.145,57739.0
2025-07-16 20:30:00,3338.25,3377.655,3335.99,3343.525,121439.0
2025-07-16 21:30:00,3343.735,3355.215,3339.09,3349.17,50615.0
2025-07-16 22:30:00,3349.155,3357.35,3348.88,3354.8,28788.0
2025-07-16 23:30:00,3354.83,3357.525,3349.17,3350.445,23007.0
2025-07-17 00:30:00,3350.475,3350.665,3346.07,3347.14,23654.0
2025-07-17 01:30:00,3347.135,3349.435,3346.33,3347.6,6466.0
2025-07-17 03:30:00,3350.96,3352.28,3348.52,3349.695,3318.0
2025-07-17 04:30:00,3349.79,3350.295,3345.37,3346.555,2915.0
2025-07-17 05:30:00,3346.54,3347.47,3339.775,3340.895,13077.0
2025-07-17 06:30:00,3340.85,3344.63,3337.285,3344.11,15977.0
2025-07-17 07:30:00,3344.065,3344.865,3337.845,3341.45,13739.0
2025-07-17 08:30:00,3341.46,3342.455,3336.375,3341.59,11829.0
2025-07-17 09:30:00,3341.585,3344.845,3338.44,3342.795,8704.0
2025-07-17 10:30:00,3342.765,3342.995,3336.04,3339.56,12386.0
2025-07-17 11:30:00,3339.575,3339.965,3328.29,3335.53,22694.0
2025-07-17 12:30:00,3335.48,3336.275,3325.16,3325.855,19421.0
2025-07-17 13:30:00,3325.845,3332.18,3325.585,3328.81,14377.0
2025-07-17 14:30:00,3328.795,3332.48,3324.755,3325.65,11864.0
2025-07-17 15:30:00,3325.675,3331.205,3325.03,3325.905,13253.0
2025-07-17 16:30:00,3325.875,3328.58,3322.34,3324.26,14468.0
2025-07-17 17:30:00,3324.255,3328.675,3309.79,3313.15,41116.0
2025-07-17 18:30:00,3313.195,3321.855,3311.16,3319.16,45436.0
2025-07-17 19:30:00,3319.085,3335.325,3318.365,3334.235,36735.0
2025-07-17 20:30:00,3334.275,3338.495,3331.295,3336.865,23767.0
2025-07-17 21:30:00,3336.87,3340.07,3335.56,3338.865,16403.0
2025-07-17 22:30:00,3338.88,3341.17,3336.37,3337.525,14236.0
2025-07-17 23:30:00,3337.53,3339.025,3335.785,3338.615,14507.0
2025-07-18 00:30:00,3338.61,3340.86,3338.275,3339.855,11663.0
2025-07-18 01:30:00,3339.795,3340.275,3337.445,3339.06,3516.0
2025-07-18 03:30:00,3341.45,3344.11,3338.325,3343.335,5625.0
2025-07-18 04:30:00,3343.315,3343.555,3339.57,3340.38,3957.0
2025-07-18 05:30:00,3340.335,3341.43,3337.965,3339.965,8267.0
2025-07-18 06:30:00,3339.985,3343.15,3335.335,3337.82,16639.0
2025-07-18 07:30:00,3337.765,3344.325,3336.96,3337.82,14602.0
2025-07-18 08:30:00,3337.85,3338.575,3334.19,3334.705,8946.0
2025-07-18 09:30:00,3334.68,3337.185,3333.87,3337.185,6018.0
2025-07-18 10:30:00,3337.17,3340.37,3333.445,3333.56,10329.0
2025-07-18 11:30:00,3333.565,3342.81,3331.885,3342.14,15898.0
2025-07-18 12:30:00,3342.135,3350.235,3340.72,3349.975,12071.0
2025-07-18 13:30:00,3349.995,3350.43,3346.305,3347.635,9114.0
2025-07-18 14:30:00,3347.705,3354.975,3347.52,3352.275,12072.0
2025-07-18 15:30:00,3352.28,3352.795,3347.895,3351.535,11578.0
2025-07-18 16:30:00,3351.435,3357.765,3350.845,3354.33,13959.0
2025-07-18 17:30:00,3354.315,3361.33,3354.205,3360.005,19870.0
2025-07-18 18:30:00,3360.01,3360.345,3352.26,3355.675,34933.0
2025-07-18 19:30:00,3355.615,3359.105,3351.235,3354.75,30140.0
2025-07-18 20:30:00,3354.795,3356.405,3352.445,3353.735,22092.0
2025-07-18 21:30:00,3353.745,3357.525,3351.31,3353.705,19093.0
2025-07-18 22:30:00,3353.72,3353.865,3350.6,3352.285,15288.0
2025-07-18 23:30:00,3352.27,3353.46,3350.185,3351.44,10961.0
2025-07-19 00:30:00,3351.405,3352.89,3347.69,3348.33,10394.0
2025-07-19 01:30:00,3348.32,3351.965,3347.75,3350.095,3420.0
2025-07-21 03:30:00,3348.84,3350.37,3344.905,3347.775,4250.0
2025-07-21 04:30:00,3347.725,3349.505,3345.52,3349.14,3421.0
2025-07-21 05:30:00,3349.21,3354.59,3347.725,3352.31,10473.0
2025-07-21 06:30:00,3352.305,3358.665,3351.945,3356.565,14303.0
2025-07-21 07:30:00,3356.645,3357.53,3352.395,3354.21,9518.0
2025-07-21 08:30:00,3354.2,3356.95,3351.11,3351.295,8233.0
2025-07-21 09:30:00,3351.325,3358.8,3350.7,3357.875,6218.0
2025-07-21 10:30:00,3357.86,3369.71,3357.735,3366.72,20830.0
2025-07-21 11:30:00,3366.705,3370.82,3365.41,3368.355,15754.0
2025-07-21 12:30:00,3368.375,3370.55,3363.935,3364.77,17516.0
2025-07-21 13:30:00,3364.8,3366.865,3363.125,3366.065,13973.0
2025-07-21 14:30:00,3366.1,3366.58,3362.845,3366.305,8808.0
2025-07-21 15:30:00,3366.315,3368.28,3362.915,3366.225,7987.0
2025-07-21 16:30:00,3366.265,3375.765,3365.33,3375.455,17815.0
2025-07-21 17:30:00,3375.41,3388.715,3374.635,3387.32,28858.0
2025-07-21 18:30:00,3387.34,3395.375,3383.655,3388.565,42470.0
2025-07-21 19:30:00,3388.54,3401.645,3386.235,3400.355,65709.0
2025-07-21 20:30:00,3400.375,3401.13,3395.56,3398.095,38074.0
2025-07-21 21:30:00,3398.075,3399.18,3393.88,3395.655,29397.0
2025-07-21 22:30:00,3395.685,3395.905,3391.375,3393.335,24898.0
2025-07-21 23:30:00,3393.47,3395.92,3393.145,3395.565,17875.0
2025-07-22 00:30:00,3395.575,3399.885,3395.205,3398.872,25451.0
2025-07-22 01:30:00,3398.84,3399.305,3396.805,3397.06,5813.0
2025-07-22 03:30:00,3399.3,3401.265,3398.685,3399.525,3550.0
2025-07-22 04:30:00,3399.73,3402.86,3393.175,3396.48,6599.0
2025-07-22 05:30:00,3396.505,3397.795,3390.585,3394.615,15599.0
2025-07-22 06:30:00,3394.61,3396.02,3385.18,3386.015,18409.0
2025-07-22 07:30:00,3385.98,3392.005,3385.33,3391.71,13543.0
2025-07-22 08:30:00,3391.72,3393.91,3388.87,3392.52,8999.0
2025-07-22 09:30:00,3392.535,3392.535,3388.055,3391.13,6457.0
2025-07-22 10:30:00,3391.15,3391.96,3384.855,3385.5,12190.0
2025-07-22 11:30:00,3385.465,3388.085,3384.38,3384.745,13488.0
2025-07-22 12:30:00,3384.735,3387.66,3383.42,3387.66,11187.0
2025-07-22 13:30:00,3387.675,3390.23,3386.21,3389.045,14968.0
2025-07-22 14:30:00,3389.06,3390.68,3384.715,3386.165,11789.0
2025-07-22 15:30:00,3386.12,3388.75,3385.93,3387.11,7510.0
2025-07-22 16:30:00,3387.095,3391.715,3386.71,3391.46,13908.0
2025-07-22 17:30:00,3391.465,3407.935,3390.935,3407.54,29536.0
2025-07-22 18:30:00,3407.545,3420.295,3406.42,3412.485,49457.0
2025-07-22 19:30:00,3412.425,3427.805,3405.095,3426.26,58113.0
2025-07-22 20:30:00,3426.255,3430.675,3423.61,3426.525,39058.0
2025-07-22 21:30:00,3426.545,3433.095,3426.31,3432.305,24492.0
2025-07-22 22:30:00,3432.33,3433.51,3426.49,3429.435,25621.0
2025-07-22 23:30:00,3429.445,3431.06,3427.96,3429.67,19541.0
2025-07-23 00:30:00,3429.66,3432.63,3429.0,3431.62,26746.0
2025-07-23 01:30:00,3431.61,3432.815,3427.875,3431.56,8894.0
2025-07-23 03:30:00,3430.92,3431.2,3427.495,3427.905,3299.0
2025-07-23 04:30:00,3427.92,3433.35,3426.255,3427.375,7367.0
2025-07-23 05:30:00,3427.265,3439.035,3427.01,3428.9,20618.0
2025-07-23 06:30:00,3428.88,3430.72,3420.975,3421.17,25425.0
2025-07-23 07:30:00,3421.12,3425.08,3419.21,3423.165,15065.0
2025-07-23 08:30:00,3423.165,3428.775,3422.885,3423.1,18004.0
2025-07-23 09:30:00,3423.06,3425.38,3422.08,3423.735,8511.0
2025-07-23 10:30:00,3423.725,3423.93,3416.445,3420.44,17223.0
2025-07-23 11:30:00,3420.415,3425.265,3419.595,3425.175,22321.0
2025-07-23 12:30:00,3425.11,3429.77,3419.94,3420.72,23306.0
2025-07-23 13:30:00,3420.82,3428.85,3420.555,3428.555,14500.0
2025-07-23 14:30:00,3428.565,3433.88,3428.37,3431.15,11378.0
2025-07-23 15:30:00,3431.145,3431.38,3421.2,3422.8,16631.0
2025-07-23 16:30:00,3422.765,3429.93,3420.44,3428.34,17588.0
2025-07-23 17:30:00,3428.32,3430.075,3419.925,3420.015,31196.0
2025-07-23 18:30:00,3420.005,3420.65,3405.56,3413.465,46797.0
2025-07-23 19:30:00,3413.44,3419.98,3410.75,3413.625,38143.0
2025-07-23 20:30:00,3413.63,3415.855,3398.105,3398.105,33069.0
2025-07-23 21:30:00,3398.18,3398.215,3381.42,3387.47,56120.0
2025-07-23 22:30:00,3387.465,3394.825,3385.755,3393.38,37866.0
2025-07-23 23:30:00,3393.355,3396.16,3392.065,3393.76,25088.0
2025-07-24 00:30:00,3393.82,3396.05,3388.595,3390.295,24822.0
2025-07-24 01:30:00,3390.37,3390.61,3386.04,3387.45,6589.0
2025-07-24 03:30:00,3390.855,3392.615,3386.955,3387.035,3135.0
2025-07-24 04:30:00,3387.04,3391.72,3386.66,3390.115,4721.0
2025-07-24 05:30:00,3390.165,3393.37,3388.545,3391.595,10799.0
2025-07-24 06:30:00,3391.62,3393.48,3384.07,3387.665,28013.0
2025-07-24 07:30:00,3387.67,3388.885,3380.665,3383.88,22531.0
2025-07-24 08:30:00,3383.785,3385.985,3374.755,3383.835,23264.0
2025-07-24 09:30:00,3383.76,3385.41,3381.015,3382.685,13315.0
2025-07-24 10:30:00,3382.69,3382.995,3374.515,3379.35,20450.0
2025-07-24 11:30:00,3379.36,3379.87,3370.13,3375.885,23831.0
2025-07-24 12:30:00,3375.88,3377.695,3366.145,3367.705,20072.0
2025-07-24 13:30:00,3367.695,3374.71,3365.935,3369.795,17912.0
2025-07-24 14:30:00,3369.725,3370.175,3361.995,3363.7,16666.0
2025-07-24 15:30:00,3363.71,3367.385,3362.205,3364.485,11127.0
2025-07-24 16:30:00,3364.465,3366.615,3361.375,3362.275,14063.0
2025-07-24 17:30:00,3362.31,3365.555,3352.72,3353.48,31669.0
2025-07-24 18:30:00,3353.51,3372.28,3351.465,3366.795,45726.0
2025-07-24 19:30:00,3366.71,3377.475,3365.88,3373.7,39500.0
2025-07-24 20:30:00,3373.66,3375.35,3370.355,3372.64,28148.0
2025-07-24 21:30:00,3372.635,3373.91,3366.965,3367.015,20391.0
2025-07-24 22:30:00,3367.0,3371.915,3366.36,3370.095,18028.0
2025-07-24 23:30:00,3370.08,3373.475,3367.59,3372.01,12509.0
