datetime,atr_1h,adx_1h,pdi_1h,ndi_1h,rsi_1h,ema12_1h,ema26_1h,ema_diff_1h,sma50_1h,sma200_1h,macd_1h,macd_sig_1h,macd_diff_1h,bb_mid_1h,bb_high_1h,bb_low_1h,bb_width_1h,stoch_k_1h,stoch_d_1h,cci_1h,obv_1h,supertrend_1h,super_dir_1h,ret1_1h,ret5_1h,vol20_1h,hl_range_1h,atr_4h,adx_4h,pdi_4h,ndi_4h,rsi_4h,ema12_4h,ema26_4h,ema_diff_4h,sma50_4h,sma200_4h,macd_4h,macd_sig_4h,macd_diff_4h,bb_mid_4h,bb_high_4h,bb_low_4h,bb_width_4h,stoch_k_4h,stoch_d_4h,cci_4h,obv_4h,supertrend_4h,super_dir_4h,ret1_4h,ret5_4h,vol20_4h,hl_range_4h,atr_5m,adx_5m,pdi_5m,ndi_5m,rsi_5m,ema12_5m,ema26_5m,ema_diff_5m,sma50_5m,sma200_5m,macd_5m,macd_sig_5m,macd_diff_5m,bb_mid_5m,bb_high_5m,bb_low_5m,bb_width_5m,stoch_k_5m,stoch_d_5m,cci_5m,obv_5m,supertrend_5m,super_dir_5m,ret1_5m,ret5_5m,vol20_5m,hl_range_5m,atr_15m,adx_15m,pdi_15m,ndi_15m,rsi_15m,ema12_15m,ema26_15m,ema_diff_15m,sma50_15m,sma200_15m,macd_15m,macd_sig_15m,macd_diff_15m,bb_mid_15m,bb_high_15m,bb_low_15m,bb_width_15m,stoch_k_15m,stoch_d_15m,cci_15m,obv_15m,supertrend_15m,super_dir_15m,ret1_15m,ret5_15m,vol20_15m,hl_range_15m,atr_30m,adx_30m,pdi_30m,ndi_30m,rsi_30m,ema12_30m,ema26_30m,ema_diff_30m,sma50_30m,sma200_30m,macd_30m,macd_sig_30m,macd_diff_30m,bb_mid_30m,bb_high_30m,bb_low_30m,bb_width_30m,stoch_k_30m,stoch_d_30m,cci_30m,obv_30m,supertrend_30m,super_dir_30m,ret1_30m,ret5_30m,vol20_30m,hl_range_30m
2025-10-08 19:30:00,13.083314018173573,49.19682617139176,27.902846024109586,8.592186468080659,74.35263329313126,4032.234511790198,4012.9527092127287,19.281802577469534,3984.4359999999997,3878.5384750000003,19.281802577469534,18.76424752289597,0.5175550545735632,4017.9485,4064.5652332720942,3971.3317667279057,0.023204246282447015,97.74395839706345,88.47761802793947,87.23674502697509,2155138.0,4004.145644462833,1,0.002525987332916424,-0.0002815256219185214,23391.25,0.003354556626669695,25.641083512314797,42.796577464705194,35.68500727130597,7.543229901361231,80.29189739119059,3999.2009256259516,3953.683465489207,45.51746013674483,3889.0712000000003,3661.749475,45.51746013674483,38.930463949629385,6.586996187115446,3962.93775,4065.1152913422284,3860.7602086577717,0.05156656389176354,98.00579448395222,95.8787012908731,148.35252310479365,7793777.0,3965.6104842264344,1,0.004071530227089948,0.018163656122861305,106360.3,0.008177829270096316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.963154848294311,17.519582861621256,21.348778164426278,21.615525944107226,55.558865378454634,4038.726348820741,4036.3797554287767,2.346593391964234,4030.4483,3982.0066,2.346593391964234,3.225298335686487,-0.8787049437222532,4039.3240000000005,4048.6878419466952,4029.960158053306,0.004636341103954384,69.79166666666657,45.45776643990908,42.2962287390554,187585.0,4029.543492002453,1.0,0.0011305031543886734,0.0005791720809356082,7644.5,0.002319057831736585,9.358061583075568,35.20425869997591,30.78498351067899,19.218190350493863,67.48973888763328,4037.9512478198467,4028.30896907349,9.642278746356624,4007.861,3931.48705,9.642278746356624,11.154389826148819,-1.512111079792195,4036.50975,4047.2522764592977,4025.7672235407026,0.005322680793374796,78.74601487778925,60.880471625593124,109.23554932726935,936863.0,4016.7610618603053,1.0,0.0016530358281585666,0.0016108682220645765,13294.7,0.0026466734244814023
2025-10-08 20:30:00,13.112363016875477,49.53672008808095,26.617748067527845,7.960783464751245,71.97589155879102,4034.313817668629,4015.382138159934,18.931679508694742,3986.5857,3880.0429500000005,18.931679508694742,18.797733920055727,0.1339455886390155,4021.1855000000005,4066.050868258395,3976.320131741606,0.02231449817890494,91.02144674663748,90.30275409551949,81.69626167711968,2112567.0,4004.145644462833,1,-0.0006113790611934622,0.0021103578443635307,23709.85,0.0033343632206637177,25.641083512314797,42.796577464705194,35.68500727130597,7.543229901361231,80.29189739119059,3999.2009256259516,3953.683465489207,45.51746013674483,3889.0712000000003,3661.749475,45.51746013674483,38.930463949629385,6.586996187115446,3962.93775,4065.1152913422284,3860.7602086577717,0.05156656389176354,98.00579448395222,95.8787012908731,148.35252310479365,7793777.0,3965.6104842264344,1,0.004071530227089948,0.018163656122861305,106360.3,0.008177829270096316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.213955659676524,14.17562755469422,19.329438640201353,18.458104855357714,51.10489813745208,4041.02551672156,4038.2869024677548,2.738614253805281,4033.6230000000005,3984.05165,2.738614253805281,2.9833832851147686,-0.24476903130948768,4039.459,4048.248564039398,4030.6694359606017,0.004351852086825539,53.72221089128977,72.22996598870587,65.7817179825219,185548.0,4029.543492002453,1.0,-0.0021935539650094205,0.0003268924783772498,8960.8,0.003136647154427283,9.676874528264133,33.670790526148316,27.640235277753522,17.77423197960486,64.66540089282913,4040.288467373973,4030.870583910743,9.417883463230282,4010.4669,3933.3058249999995,9.417883463230282,10.582001294138102,-1.16411783090782,4038.12825,4049.2900277584295,4026.966472241571,0.005528193790491549,74.54619620640315,82.34076182438024,114.35890237911512,928912.0,4016.7610618603053,1.0,-0.0009325074569719316,0.0010395396324485162,14675.35,0.0033354349787981644
2025-10-08 21:30:00,13.241837087098636,50.27364836950186,29.14615269365472,7.319878147385308,75.6799194356218,4037.7578457196087,4018.4427205184575,19.315125201151204,3989.032,3881.5778499999997,19.315125201151204,18.901212176274825,0.41391302487637915,4025.01075,4068.260985175211,3981.760514824789,0.021490742689425586,94.7503961965133,94.50526711340477,106.00613113310928,2153680.0,4011.305015178972,1,0.0027065439040967476,0.0045824929207232135,24142.05,0.0036790987748662033,25.641083512314797,42.796577464705194,35.68500727130597,7.543229901361231,80.29189739119059,3999.2009256259516,3953.683465489207,45.51746013674483,3889.0712000000003,3661.749475,45.51746013674483,38.930463949629385,6.586996187115446,3962.93775,4065.1152913422284,3860.7602086577717,0.05156656389176354,98.00579448395222,95.8787012908731,148.35252310479365,7793777.0,3965.6104842264344,1,0.004071530227089948,0.018163656122861305,106360.3,0.008177829270096316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047923458871855,13.16312288822615,23.815719598937143,14.588793241866238,62.45919004204611,4044.7609520086953,4040.9420396176943,3.8189123910010494,4036.462,3986.2459499999995,3.8189123910010494,3.1406745723527445,0.6782378186483049,4041.49375,4052.894520094722,4030.0929799052783,0.00564185956973052,96.80886243386193,86.26377405080025,187.74705230102654,212433.0,4029.543492002453,1.0,0.002397577704998932,0.0017847328149991348,9949.5,0.00295651530656272,9.605850996309377,32.734175468839034,29.738260149064367,15.439055968499678,71.68423102551621,4043.3812103683476,4033.7355211854792,9.64568918286841,4013.3451999999997,3935.1215,9.64568918286841,10.166569109986064,-0.5208799271176545,4040.4235,4052.002601907245,4028.8443980927545,0.005731627839133859,97.86706349206354,84.08744389840105,197.1004998869219,968168.0,4020.7668706736026,1.0,0.0024766730519680813,0.004394475021823663,15238.25,0.0029562820376894602
2025-10-08 22:30:00,13.377420152305868,50.697543535925995,26.78998222795362,7.510375292374018,70.73748316506216,4039.845100224284,4020.8784449244977,18.966655299786453,3991.1637,3883.138125,18.966655299786453,18.914300800977152,0.052354498809300765,4028.3605000000002,4068.7734039906913,3987.947596009309,0.020064194349384133,82.06904256507637,89.28029516940906,92.6166932574653,2117398.0,4011.305015178972,1,-0.0013249685705130076,0.002741167006992118,25616.25,0.0037370489901451683,25.664577547149438,44.38971129050361,33.105744535862094,6.998015726636615,74.01352766435049,4005.77001399119,3960.2180236011177,45.551990390072206,3894.8683,3665.3410000000003,45.551990390072206,40.25476923771795,5.297221152354254,3971.33525,4070.4383346378827,3872.2321653621175,0.049909201011363924,86.79430906614209,92.45695275569183,131.24377462141763,7656205.0,3967.887185803791,1,-0.0036482855522961266,0.012417576224380555,109707.2,0.006425196071154605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.169409019909355,15.916987952425998,22.50883135802778,14.631567190306868,60.14470520752462,4050.3374244024826,4045.002604288457,5.334820114025661,4039.5129,3988.7124,5.334820114025661,4.298828371289386,1.0359917427362744,4045.08075,4060.3727323029175,4029.7887676970827,0.007560779746074242,85.20803670305419,91.16580374402209,128.6013974799804,215331.0,4035.095453653995,1.0,-0.0004991742056350557,0.002206018661558451,10689.25,0.0009051280312232355,9.45149907334837,32.36157515557788,28.1200717039991,16.73397801279521,62.597863341468624,4045.996369553669,4036.4494386020915,9.546930951577451,4016.0452999999998,3936.900175,9.546930951577451,10.014976218595317,-0.46804526701786564,4042.3082500000005,4055.3310366729143,4029.2854633270867,0.00644324275513316,69.13338357196724,86.33750144535757,137.32658354002322,966377.0,4027.114183606242,1.0,-0.001870978874454532,0.0002186143309723665,16048.85,0.00245115593303213
2025-10-08 23:30:00,13.466890141426886,50.33116545159179,24.71114062946966,9.240137302585156,69.60360159674327,4041.4197001897787,4023.0415230782387,18.378177111540026,3993.0616999999997,3884.69585,18.378177111540026,18.807076063089728,-0.4288989515497015,4031.3845,4068.6738626783913,3994.095137321609,0.018499531701027857,75.61809573908472,84.14584483355814,76.59680260058765,2080389.0,4011.305015178972,1,-0.00030730686874047564,0.0029853703233635454,27192.65,0.0036122743254454505,25.664577547149438,44.38971129050361,33.105744535862094,6.998015726636615,74.01352766435049,4005.77001399119,3960.2180236011177,45.551990390072206,3894.8683,3665.3410000000003,45.551990390072206,40.25476923771795,5.297221152354254,3971.33525,4070.4383346378827,3872.2321653621175,0.049909201011363924,86.79430906614209,92.45695275569183,131.24377462141763,7656205.0,3967.887185803791,1,-0.0036482855522961266,0.012417576224380555,109707.2,0.006425196071154605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.372539202874605,14.072288301772163,19.003898161901017,27.881674675886586,47.16825605820196,4049.1082717928907,4045.8072632336957,3.3010085591949974,4040.9634,3990.8188999999998,3.3010085591949974,4.162410863462851,-0.8614023042678536,4046.6935,4061.0451849534384,4032.3418150465614,0.007093042729052006,24.627539503387627,48.397291196389226,-9.676050621699414,210983.0,4035.095453653995,1.0,-0.00214004060399986,-0.003462173687972858,10945.7,0.002922584291758771,9.910833384672847,29.316534684675997,23.1226485396092,20.3924133847993,60.849654654029955,4047.088288260319,4038.3686407768278,8.719647483491372,4019.3302999999996,3938.5919,8.719647483491372,9.63588656686018,-0.9162390833688079,4043.6845000000003,4056.7120565236964,4030.656943476304,0.006443408986876275,67.55086661642815,70.83144938457677,53.15135941551124,959497.0,4027.114183606242,1.0,-0.0006763219440553137,0.0007007353395538374,17069.9,0.0036136082112639624
2025-10-09 00:30:00,14.109969417039236,48.970247106805665,21.900264181898958,11.464370709195947,64.8597493484988,4041.9405155451973,4024.6536324798503,17.286883065346956,3994.7045999999996,3886.1911999999998,17.286883065346956,18.503037463541176,-1.2161543981942202,4033.9027499999997,4067.4910364211673,4000.314463578832,0.016652997606929218,61.74381904260894,73.14365244892336,57.944899007178286,2028531.0,4011.305015178972,1,-0.0013024434085252556,-0.0008448147027401154,29373.75,0.005555273987250263,25.664577547149438,44.38971129050361,33.105744535862094,6.998015726636615,74.01352766435049,4005.77001399119,3960.2180236011177,45.551990390072206,3894.8683,3665.3410000000003,45.551990390072206,40.25476923771795,5.297221152354254,3971.33525,4070.4383346378827,3872.2321653621175,0.049909201011363924,86.79430906614209,92.45695275569183,131.24377462141763,7656205.0,3967.887185803791,1,-0.0036482855522961266,0.012417576224380555,109707.2,0.006425196071154605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.163370266901842,17.575754823976386,13.7643210324656,34.48285593294746,45.96921443765607,4047.9208920317815,4046.097132608629,1.8237594231522962,4042.4511,3992.6798750000003,1.8237594231522962,3.1421423760326723,-1.318382952880376,4048.6579999999994,4059.1992728834225,4038.1167271165764,0.005207292334113212,35.06612784717172,46.39082247557002,-89.81668639657718,211419.0,4035.095453653995,1.0,-0.002075267649033985,-0.0023819367737714092,10174.5,0.005559576165822289,10.46760633678421,26.84932328286342,18.876914334022466,26.160339284942612,56.048447578198974,4047.1556975118256,4039.6627304328085,7.492967079017035,4022.0807,3940.2401750000004,7.492967079017035,8.995545256586238,-1.5025781775692035,4044.8384999999994,4057.053025000097,4032.6239749999017,0.006039561282902959,56.72946495855272,65.44586787239373,1.0015052563913713,947613.0,4027.114183606242,1.0,-0.0012555307549481087,-0.0028853501614612975,18238.25,0.005555013046987647
2025-10-09 01:30:00,13.678900172964992,47.70653721521855,20.97681570581697,10.980963040105081,62.33990378045098,4041.9342823843976,4025.9311411850467,16.00314119935092,3996.4590999999996,3887.6621,16.00314119935092,18.003058210703124,-1.9999170113522027,4036.3815000000004,4064.1420028945845,4008.6209971054163,0.013755143261153128,47.400150715900644,61.587355165864786,46.801777818058056,2016108.0,4011.305015178972,1,-0.0007182052039590436,-0.000951615893221236,29101.3,0.0019978228061059942,25.664577547149438,44.38971129050361,33.105744535862094,6.998015726636615,74.01352766435049,4005.77001399119,3960.2180236011177,45.551990390072206,3894.8683,3665.3410000000003,45.551990390072206,40.25476923771795,5.297221152354254,3971.33525,4070.4383346378827,3872.2321653621175,0.049909201011363924,86.79430906614209,92.45695275569183,131.24377462141763,7656205.0,3967.887185803791,1,-0.0036482855522961266,0.012417576224380555,109707.2,0.006425196071154605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.547857876743622,23.905545719899322,11.047345838080734,25.766203552451376,47.310876725138726,4045.2036343348373,4045.106037218141,0.09759711669630633,4043.0176,3994.4382,0.09759711669630633,1.5978830395474697,-1.5002859228511634,4048.3962500000002,4059.4038327842804,4037.38866721572,0.005437996729831079,36.90721649484499,34.66341456024579,-81.01006095739157,218139.0,4035.095453653995,1.0,-0.0006996629009309308,-0.002001195038122683,10022.85,0.0017788333673513703,10.337783014880262,25.308346040719535,16.816035075545848,22.83988824783321,54.738272226933596,4046.346505319117,4040.328184527442,6.018320791675251,4024.6383,3941.8372499999996,6.018320791675251,8.040879114732306,-2.022558323057055,4044.7805,4056.674817507869,4032.8861824921305,0.0058813166785536795,53.38357196684305,55.42326048731462,-6.782417712866903,914288.0,4027.114183606242,1.0,-0.00022745225047926532,-0.001836436227653837,18923.7,0.0017779931921901968
2025-10-09 03:30:00,14.590050160610346,44.77352646541457,18.26203935834057,20.861562782580528,48.188542396154325,4038.79208509449,4025.6036492454136,13.18843584907654,3997.7287,3889.06,13.18843584907654,17.040133738377808,-3.851697889301267,4037.4177499999996,4061.0219954806357,4013.8135045193635,0.011692743700171284,13.774638259086489,40.97286933919871,-83.14696315499712,2001867.0,4011.305015178972,1,-0.0050446572156658265,-0.008674538417925759,28552.95,0.0053798200178539314,26.72925057949592,43.66238760508936,29.516578502660817,14.470007862994791,66.85973836270193,4008.4353964540833,3964.875577408442,43.559819045641234,3899.8429000000006,3668.604125,43.559819045641234,40.91577919930261,2.6440398463386217,3978.303,4071.19246121059,3885.41353878941,0.046698032407581865,69.35204361976407,84.71738238995277,81.23011178129612,7591308.0,3967.887185803791,1,-0.004652514906355987,-0.0009448955772430878,102600.05,0.00889116463817036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121291228073583,29.977295827614252,8.365965669230748,38.88677676197938,35.22617374988988,4041.258325699253,4043.160611391173,-1.9022856919200422,4043.1197,3996.124175,-1.9022856919200422,0.16843826868149375,-2.0707239606015357,4046.4595,4061.181988546531,4031.7370114534688,0.007276726010247312,25.552574421873157,36.678839558889415,-246.63279003457066,210628.0,4055.1367024708625,-1.0,-0.00406615700536872,-0.004781441874206482,8663.65,0.0053745343705633416,11.219440456707952,25.979646796178326,13.360122863804257,33.3662524003407,38.00406121348197,4042.6274387196045,4039.3698289844324,3.257609735172082,4026.7743,3943.28475,3.257609735172082,6.632534544387445,-3.374924809215363,4044.5715000000005,4058.084681748872,4031.058318251129,0.006682132704970785,23.85781018571233,37.711369363122266,-236.2944851942352,899040.0,4060.2191548806227,-1.0,-0.003949875058759544,-0.005961610634851677,18566.7,0.005373906930936482
2025-10-09 04:30:00,15.035760863423889,43.11697109576134,16.454927237493905,25.512159526717564,43.15427565123155,4034.636379695338,4024.579675227235,10.056704468102907,3998.7926,3890.401275,10.056704468102907,15.643447884322828,-5.586743416219921,4037.41475,4061.032009678255,4013.797490321745,0.01169919918594188,18.011030679076658,26.395273218021284,-186.2911872459268,1979545.0,4011.305015178972,1,-0.0024194891968439824,-0.009761004115937277,28467.6,0.005192208944657964,26.72925057949592,43.66238760508936,29.516578502660817,14.470007862994791,66.85973836270193,4008.4353964540833,3964.875577408442,43.559819045641234,3899.8429000000006,3668.604125,43.559819045641234,40.91577919930261,2.6440398463386217,3978.303,4071.19246121059,3885.41353878941,0.046698032407581865,69.35204361976407,84.71738238995277,81.23011178129612,7591308.0,3967.887185803791,1,-0.004652514906355987,-0.0009448955772430878,102600.05,0.00889116463817036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.389715320830119,39.606425982779385,6.762175567213144,41.28675255726336,32.57335212877999,4032.072023618317,4037.710467548942,-5.638443930624817,4041.9463999999994,3997.464975,-5.638443930624817,-2.671591689223596,-2.966852241401221,4039.7470000000003,4060.003074002693,4019.4909259973074,0.01002838742262469,20.523351325980567,18.263117875237377,-170.94159104724778,205879.0,4042.5251357411325,-1.0,-0.000192713682174106,-0.0052363987233726705,7423.2,0.0025293882834855003,10.904415495834916,28.775749615367637,11.852498038065104,35.080464955480316,30.836850178867437,4035.465740148356,4036.2615543419347,-0.7958141935787353,4028.2287,3944.76505,-0.7958141935787353,4.298734998367758,-5.094549191946493,4042.4200000000005,4063.5447515956575,4021.2952484043435,0.010451537245341659,4.1279560810818765,13.92013484196025,-241.8326309688696,886598.0,4051.005356156078,-1.0,-0.0018811342008350218,-0.0076295396193387655,17774.65,0.002533667003409382
2025-10-09 05:30:00,15.36427794460788,40.98269552726775,17.763191514569247,23.18332872417547,49.73112642983712,4032.8607828191316,4024.4696992844765,8.391083534655081,4000.0627999999997,3891.7762,8.391083534655081,14.19297501438928,-5.8018914797341985,4037.8365,4060.0742782379466,4015.598721762053,0.011014699697695394,37.512926577042194,23.0995318384018,-132.54460473686666,2007879.0,4011.305015178972,1,0.0028204437930294812,-0.006662831351479492,29039.35,0.0048805708043185075,26.72925057949592,43.66238760508936,29.516578502660817,14.470007862994791,66.85973836270193,4008.4353964540833,3964.875577408442,43.559819045641234,3899.8429000000006,3668.604125,43.559819045641234,40.91577919930261,2.6440398463386217,3978.303,4071.19246121059,3885.41353878941,0.046698032407581865,69.35204361976407,84.71738238995277,81.23011178129612,7591308.0,3967.887185803791,1,-0.004652514906355987,-0.0009448955772430878,102600.05,0.00889116463817036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.998701563885593,47.83074505937551,7.79877727989288,36.70469234540581,37.387152739591485,4023.3012911941387,4031.39547514457,-8.094183950431216,4039.5717,3998.556725,-8.094183950431216,-5.70035099286925,-2.3938329575619655,4032.8480000000004,4059.3666480425077,4006.329351957493,0.013151325337581413,38.22717739264825,20.78677756507388,-92.79474897418301,215169.0,4035.662508955286,-1.0,0.0017112104851213505,-0.000712418967005024,6831.1,0.002606599985816092,11.985082748959693,31.416108961514684,14.313427092616434,33.41990420261888,45.27127129177766,4031.159967798527,4033.9349128445942,-2.774945046067387,4029.5147,3946.5825999999997,-2.774945046067387,1.7759892702811126,-4.550934316348499,4040.4497500000007,4066.1169564067836,4014.7825435932177,0.01270512343670798,45.13960703205802,22.42619793073887,-115.92054232334982,888906.0,4046.3793205404704,-1.0,0.003923445453140495,-0.0035577327494495936,17811.1,0.004795755204195151
2025-10-09 06:30:00,16.288615234278733,38.252791357928594,19.21342820453201,20.30575305859724,47.92624042767285,4030.832200846957,4024.1145363745154,6.717664472441811,4001.2425,3893.1095,6.717664472441811,12.697912905999786,-5.980248433557975,4037.4752500000004,4060.6278607536524,4014.3226392463484,0.01146885581708617,31.618407445708826,29.04745490060925,-118.61341558811498,1959358.0,4011.305015178972,1,-0.0008500917825703391,-0.00621290766798388,30518.35,0.007041614060838211,27.57287553810335,43.11167901505138,27.64862229720164,13.025332118247125,69.53816449742229,4013.1345662303784,3970.364793896706,42.769772333672336,3905.4253999999996,3671.9428749999997,42.769772333672336,41.28657782617656,1.4831945074957744,3985.9292499999997,4072.2133267044774,3899.645173295522,0.04329433429079439,82.78033729236242,79.64222999275617,84.14565664329531,7706768.0,3967.887185803791,1,0.003948452621675758,0.0006255489036790518,103450.95,0.009542013082510922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.166153174878604,47.20431688848583,11.42269512817416,38.5837881886872,40.038036271225465,4023.2591535441125,4029.309663948298,-6.050510404185388,4038.6007,3999.8019750000003,-6.050510404185388,-6.09065282953217,0.04014242534678125,4028.18825,4050.9756854141106,4005.4008145858897,0.011313987331207972,40.985866942433844,48.6652226198154,-68.86891367142101,192942.0,4035.662508955286,-1.0,-0.0009768598554097396,0.001840828759303692,6631.45,0.004092889941069804,12.65078563558259,33.134408326905195,11.860014323656346,33.78442822783408,48.81532807245745,4030.125479903087,4032.9932929051733,-2.8678130020862227,4031.0287,3948.5223250000004,-2.8678130020862227,0.04903008204153403,-2.916843084127757,4039.03125,4065.9216921445336,4012.1408078554664,0.01331529294037208,56.18547024591759,46.554662891613326,-76.71456561300018,909250.0,4046.3793205404704,-1.0,0.0020295319896748154,0.0024244624531581938,16834.65,0.006091147680873929
2025-10-09 07:30:00,16.469428431830263,36.1469436605076,17.645168737318883,21.038043748136253,47.43295123917806,4028.975708408964,4023.7182744208476,5.2574339881161904,4002.3453000000004,3894.4452499999998,5.2574339881161904,11.209817122423066,-5.952383134306876,4036.9572500000004,4061.2685528180346,4012.645947181966,0.012044369713369722,30.049982764563858,33.060438929104976,-150.60286078035284,1925290.0,4011.305015178972,1,-0.00022638646159212072,-0.005723793265543509,31122.55,0.00468303073207818,27.57287553810335,43.11167901505138,27.64862229720164,13.025332118247125,69.53816449742229,4013.1345662303784,3970.364793896706,42.769772333672336,3905.4253999999996,3671.9428749999997,42.769772333672336,41.28657782617656,1.4831945074957744,3985.9292499999997,4072.2133267044774,3899.645173295522,0.04329433429079439,82.78033729236242,79.64222999275617,84.14565664329531,7706768.0,3967.887185803791,1,0.003948452621675758,0.0006255489036790518,103450.95,0.009542013082510922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93665115648968,44.695757543110176,14.822965886425536,38.759739762340416,39.1864829420851,4023.172804069863,4027.861577126725,-4.688773056861919,4037.4057999999995,4001.04035,-4.688773056861919,-5.0922618399631,0.40348878310118064,4024.612,4043.7072031673442,4005.516796832656,0.009489214447178587,34.862255041181704,59.37233740414706,-87.56857680365022,194535.0,4035.662508955286,-1.0,-0.001510072331718404,-0.0023588804142083974,6630.9,0.002591186726147713,13.51598353272172,34.89963427668493,11.411850179563519,34.74628621316318,38.35973434097186,4026.15114241582,4030.6088450833104,-4.457702667490594,4031.8261,3950.2383999999997,-4.457702667490594,-1.418407509123512,-3.0392951583670818,4036.0379999999996,4065.5936450442005,4006.4823549557987,0.014645870551367903,22.160690820349718,37.59464363932225,-113.44729693951625,874039.0,4046.3793205404704,-1.0,-0.0016269972074857142,0.0003377553106103104,16389.75,0.004548812835850303
2025-10-09 08:30:00,16.195897829556664,33.64039384409501,20.288982239923804,19.865256152805667,52.18809611153324,4028.660984038354,4023.9561800193032,4.704804019050698,4003.4917,3895.8567749999997,4.704804019050698,9.908814501748592,-5.204010482697894,4036.7164999999995,4061.32306906113,4012.109930938869,0.012191378344815823,44.12271630472237,35.26370217166504,-74.93621632691433,1945628.0,4011.305015178972,1,0.0020317186996503533,0.0013477524611400504,30852.85,0.0031388675740576253,27.57287553810335,43.11167901505138,27.64862229720164,13.025332118247125,69.53816449742229,4013.1345662303784,3970.364793896706,42.769772333672336,3905.4253999999996,3671.9428749999997,42.769772333672336,41.28657782617656,1.4831945074957744,3985.9292499999997,4072.2133267044774,3899.645173295522,0.04329433429079439,82.78033729236242,79.64222999275617,84.14565664329531,7706768.0,3967.887185803791,1,0.003948452621675758,0.0006255489036790518,103450.95,0.009542013082510922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.734426116214621,43.48901236223908,17.992143910470023,34.03000945262089,45.52197323124751,4020.6508733723213,4025.183094708777,-4.532221336455677,4035.7130000000006,4002.066775,-4.532221336455677,-4.946484243632827,0.4142629071771493,4020.4579999999996,4032.5826849032046,4008.3333150967946,0.006031494373628567,54.2175518318663,50.19407365331813,12.184491068587738,209222.0,4035.662508955286,-1.0,0.00041181805853285347,0.00018533836690770578,7488.4,0.0018928370667740367,13.268016413418211,36.40931120479742,12.324967244703288,30.51972948281834,46.810091453613275,4024.9509954574805,4029.351410393785,-4.400414936304514,4032.9628000000002,3951.9970000000003,-4.400414936304514,-2.5425374590042162,-1.8578774773002982,4033.1302500000006,4061.9194499668124,4004.341050033189,0.014276355179360642,51.37432387680747,35.421501989347114,-48.90061215843317,902935.0,4046.3793205404704,-1.0,0.0014519385930753526,0.00037409009730082765,15871.75,0.0020287730457685146
