open,high,low,close,volume
3982.405,3983.185,3979.67,3981.01,8302.0
3981.1,3983.545,3978.515,3979.345,6877.0
3979.27,3982.17,3978.915,3980.025,8700.0
3979.97,3982.675,3979.075,3980.78,8337.0
3980.765,3982.48,3978.915,3980.195,8555.0
3980.17,3982.105,3980.165,3981.82,2091.0
3981.855,3983.36,3980.22,3982.54,1804.0
3982.575,3984.39,3981.79,3984.29,1440.0
3984.245,3986.725,3984.1,3984.33,1463.0
3986.275,3989.305,3985.015,3988.535,912.0
3988.6,3990.71,3988.435,3990.67,1836.0
3990.655,3990.76,3988.805,3990.385,1399.0
3990.355,3990.405,3987.26,3989.6,1334.0
3989.59,3992.365,3989.56,3989.895,2066.0
3989.89,3992.165,3988.59,3989.055,1313.0
3989.08,3990.955,3988.42,3990.375,748.0
3990.42,3996.2,3990.42,3994.44,4109.0
3994.425,3997.555,3994.275,3996.79,3699.0
3996.805,3999.445,3996.345,3998.5,3885.0
3998.495,3998.495,3989.395,3994.96,5998.0
3994.885,3997.705,3991.78,3992.325,4290.0
3992.305,3992.625,3984.32,3988.48,8629.0
3988.485,3995.695,3984.87,3994.205,6282.0
3994.25,3996.04,3990.915,3994.01,5922.0
3994.08,4001.045,3993.74,4000.785,4375.0
4000.76,4004.805,3995.67,4004.72,6951.0
4004.675,4006.185,4002.14,4003.8,8579.0
4003.815,4007.53,4003.655,4006.685,3459.0
4006.705,4011.88,4006.165,4011.84,5040.0
4011.825,4014.65,4010.365,4013.42,4325.0
4013.285,4013.68,4008.87,4011.48,4649.0
4011.29,4013.35,4010.425,4013.27,2799.0
4013.15,4016.725,4011.25,4014.66,5126.0
4014.655,4021.655,4014.595,4019.775,6875.0
4020.085,4020.485,4017.79,4018.58,3786.0
4018.545,4020.32,4016.975,4019.7,3371.0
4019.69,4027.355,4018.71,4026.9,4909.0
4026.81,4029.875,4024.755,4029.695,3613.0
4029.715,4034.76,4029.08,4033.405,4603.0
4033.505,4037.16,4029.89,4030.345,6644.0
4030.36,4032.895,4028.235,4029.125,7124.0
4029.145,4033.065,4026.69,4027.405,5589.0
4027.44,4028.265,4021.33,4026.49,8641.0
4026.54,4031.885,4025.505,4030.94,5579.0
4030.845,4033.245,4029.845,4031.745,5923.0
4031.775,4039.285,4030.27,4036.975,5600.0
4036.935,4038.265,4031.745,4036.37,5273.0
4036.3,4038.865,4034.595,4036.075,5145.0
4036.06,4037.87,4030.965,4034.27,4851.0
4034.345,4039.995,4033.18,4036.905,4729.0
4036.825,4040.425,4035.155,4038.115,3920.0
4038.17,4040.41,4036.465,4038.83,3801.0
4038.85,4040.595,4036.375,4036.455,5721.0
4036.46,4040.115,4033.37,4037.175,4735.0
4037.185,4037.515,4035.04,4035.54,2332.0
4035.505,4040.54,4030.77,4040.505,4929.0
4040.475,4049.7,4040.165,4049.365,5910.0
4049.35,4049.62,4045.35,4046.615,4424.0
4046.6,4046.9,4037.91,4040.485,4353.0
4040.525,4041.225,4033.47,4037.16,7232.0
4037.2,4038.2,4035.235,4037.23,3850.0
4037.295,4037.715,4033.075,4036.39,5794.0
4036.395,4037.25,4033.345,4034.785,5512.0
4034.755,4038.29,4032.145,4035.295,7095.0
4035.31,4038.275,4033.685,4038.195,3940.0
4038.185,4046.51,4036.72,4045.245,7382.0
4045.26,4046.455,4035.7,4040.29,9866.0
4040.24,4041.09,4030.99,4033.98,7916.0
4033.935,4040.775,4033.69,4040.25,7105.0
4040.2,4049.695,4039.325,4046.095,6518.0
4046.13,4047.28,4038.12,4038.455,7858.0
4038.465,4039.48,4026.175,4029.985,20186.0
4030.02,4040.11,4027.745,4038.025,15735.0
4038.04,4045.08,4035.705,4042.59,14953.0
4042.625,4046.41,4037.795,4044.7,13233.0
4044.73,4045.55,4039.57,4042.455,10370.0
4042.445,4049.285,4041.33,4048.225,7709.0
4048.275,4050.69,4038.02,4039.345,12609.0
4039.355,4045.73,4037.2,4044.45,13421.0
4044.515,4048.21,4042.595,4046.31,9482.0
4046.29,4048.71,4044.925,4045.75,7059.0
4045.745,4056.415,4044.425,4055.45,11041.0
4055.4,4056.285,4052.15,4055.77,11674.0
4055.8,4059.35,4055.07,4058.115,9137.0
4058.105,4058.805,4052.415,4056.7,9261.0
4056.695,4058.1,4054.43,4054.675,8652.0
4054.67,4056.14,4048.175,4049.11,11537.0
4049.135,4050.725,4042.96,4049.78,9487.0
4049.77,4053.76,4049.77,4051.325,6606.0
4051.32,4053.23,4041.415,4042.655,8904.0
4042.59,4049.57,4038.6,4048.585,14069.0
4048.705,4050.185,4046.07,4048.005,6233.0
4047.99,4050.85,4047.89,4050.08,7803.0
4050.095,4054.6,4032.13,4041.675,15203.0
4041.62,4048.71,4035.88,4044.995,10717.0
4044.99,4045.02,4034.1,4037.715,12851.0
4037.765,4046.14,4037.755,4044.805,13087.0
4044.825,4046.625,4039.435,4041.975,4233.0
4041.97,4045.045,4040.74,4043.885,3154.0
4043.88,4043.925,4038.55,4041.975,2740.0
4041.995,4044.845,4040.31,4041.9,2296.0
4036.775,4037.1,4015.465,4025.465,5629.0
4025.475,4027.655,4023.15,4025.935,4583.0
4025.905,4027.955,4020.355,4022.83,2874.0
4022.855,4023.51,4021.155,4021.51,1155.0
4021.515,4022.16,4011.99,4020.735,5303.0
4020.725,4021.59,4012.47,4013.945,3110.0
4013.955,4019.47,4010.11,4010.52,4591.0
4010.535,4015.125,4001.33,4011.78,9318.0
4011.785,4019.045,4008.57,4018.645,7673.0
4018.755,4027.885,4017.39,4027.52,8544.0
4027.55,4028.205,4023.65,4025.37,6094.0
4025.36,4026.055,4019.72,4023.095,6023.0
4023.11,4024.685,4008.235,4019.165,18654.0
4019.125,4032.79,4019.12,4031.26,13807.0
4031.3,4036.54,4028.52,4033.425,7428.0
4033.4,4033.515,4016.88,4019.675,8632.0
4019.73,4020.98,4010.58,4013.605,11010.0
4013.59,4014.875,4002.725,4013.135,8141.0
4013.075,4017.88,4006.005,4017.825,7702.0
4017.835,4021.545,4015.86,4018.765,7215.0
4018.74,4024.74,4017.13,4020.42,7911.0
4020.445,4025.295,4020.16,4024.6,6068.0
4024.585,4029.77,4023.955,4028.475,3661.0
4028.495,4029.15,4025.45,4026.93,2698.0
4026.94,4033.45,4026.94,4033.025,2529.0
4033.005,4038.745,4032.105,4038.525,4071.0
4038.515,4040.47,4035.675,4038.7,2961.0
4038.72,4041.265,4038.33,4038.98,2972.0
4038.945,4039.25,4034.375,4038.6,4333.0
4038.66,4040.495,4036.765,4039.165,2825.0
4039.14,4043.7,4035.005,4038.9,8231.0
4038.875,4041.66,4036.135,4039.805,6842.0
4039.87,4041.025,4036.135,4037.62,6686.0
4037.61,4038.995,4031.42,4031.775,7902.0
4031.785,4036.125,4028.29,4030.245,5966.0
4030.295,4030.295,4022.67,4025.985,9350.0
4025.95,4032.83,4025.4,4027.3,6810.0
4027.33,4031.605,4024.745,4028.885,5495.0
4028.845,4030.545,4026.785,4028.8,4561.0
4028.675,4032.525,4028.635,4031.7,4008.0
4031.69,4035.32,4030.31,4034.605,5182.0
4034.71,4038.065,4033.8,4036.83,5479.0
4036.91,4040.295,4035.395,4038.78,3627.0
4038.77,4040.49,4038.15,4038.22,3277.0
4038.3,4042.255,4036.45,4040.44,5160.0
4040.495,4040.89,4037.785,4038.635,4841.0
4038.63,4040.32,4034.14,4036.49,4874.0
4036.5,4038.055,4034.825,4037.61,2584.0
4037.65,4039.585,4036.495,4037.93,2611.0
4037.96,4039.52,4036.955,4038.85,1724.0
4038.8,4040.155,4038.145,4038.96,1779.0
4038.98,4044.26,4038.98,4044.2,2649.0
4044.245,4046.71,4037.375,4038.25,7529.0
4038.28,4039.29,4033.63,4036.045,4067.0
4036.035,4044.81,4036.035,4044.445,4060.0
4044.505,4046.645,4042.96,4044.43,6126.0
4044.465,4044.76,4040.08,4040.985,5308.0
4041.085,4042.98,4037.535,4041.225,8457.0
4041.205,4045.765,4039.91,4045.55,6485.0
4045.56,4053.72,4041.895,4053.5,11893.0
4053.575,4058.11,4051.06,4055.865,18456.0
4055.84,4057.98,4048.76,4055.51,15040.0
4055.535,4056.66,4030.985,4031.195,26069.0
4031.185,4034.83,4016.91,4017.315,33447.0
4017.3,4029.185,4012.485,4023.95,31685.0
4023.945,4029.29,4006.505,4007.07,34991.0
4006.87,4015.72,4004.13,4012.165,30955.0
4012.13,4029.11,4007.475,4024.1,27081.0
4024.0,4027.455,4018.145,4025.475,23668.0
4025.5,4028.865,4016.1,4016.17,18195.0
4016.265,4018.55,4006.545,4008.355,20810.0
4008.35,4017.585,4007.885,4014.475,17188.0
4014.42,4021.695,4013.74,4016.96,12674.0
4017.055,4018.17,4009.865,4012.23,13176.0
4012.235,4012.51,3976.735,3986.525,25967.0
3986.5,3986.825,3963.905,3969.025,25487.0
3969.08,3974.635,3951.065,3952.13,26892.0
3952.145,3967.675,3944.435,3959.395,31375.0
3959.51,3963.79,3955.94,3957.15,21918.0
3957.17,3960.172,3945.28,3950.375,23254.0
3950.33,3965.47,3949.57,3961.855,18864.0
3961.9,3968.94,3960.22,3963.25,13647.0
3963.175,3963.875,3956.055,3957.775,8894.0
3957.855,3961.705,3956.615,3957.475,10030.0
3957.45,3974.61,3955.375,3972.04,13178.0
3972.045,3978.455,3969.725,3978.275,9231.0
3978.4,3982.175,3976.735,3979.145,10413.0
3979.16,3981.71,3972.0,3973.46,8500.0
3973.34,3979.23,3973.215,3978.745,3182.0
3978.77,3979.15,3973.855,3976.81,3504.0
3976.785,3977.825,3973.165,3974.755,1786.0
3974.74,3976.82,3973.045,3976.24,1338.0
3977.265,3977.695,3958.855,3968.27,3445.0
3968.26,3980.7,3968.215,3972.51,3095.0
3972.515,3976.59,3971.165,3975.26,3929.0
3975.185,3977.31,3973.87,3975.31,1171.0
3975.345,3978.64,3974.565,3975.15,1387.0
3975.155,3986.045,3974.925,3983.23,1809.0
3983.205,3988.925,3978.74,3988.49,3111.0
3988.455,3991.28,3985.345,3989.805,4825.0
3989.785,3992.625,3985.53,3990.655,7258.0
3990.65,3993.29,3989.01,3991.78,4715.0
3991.77,3993.21,3988.305,3992.95,7120.0
3992.945,3994.52,3989.685,3991.3,4545.0
3991.27,3992.48,3983.72,3984.835,10810.0
3984.8,3985.12,3975.44,3981.62,8655.0
3981.56,3981.805,3969.885,3974.565,9124.0
3974.585,3981.19,3972.355,3973.275,7227.0
3973.27,3982.29,3973.27,3982.27,7306.0
3982.235,3985.555,3981.615,3984.25,4629.0
3984.185,3986.91,3981.86,3982.835,3952.0
3982.89,3984.775,3976.855,3978.63,5895.0
3978.615,3979.385,3970.585,3971.33,8190.0
3971.415,3974.425,3961.835,3970.65,8276.0
3970.57,3974.16,3963.655,3964.675,8341.0
3964.595,3967.02,3960.695,3961.88,7538.0
3961.895,3964.77,3947.02,3948.155,8727.0
3948.14,3959.115,3948.13,3958.955,11507.0
3958.98,3964.29,3957.635,3963.72,7432.0
3963.525,3966.905,3962.775,3966.29,5937.0
3966.285,3972.96,3966.16,3972.485,10385.0
3972.55,3977.775,3972.415,3973.04,11867.0
