open,high,low,close,volume
4039.69,4047.34,4035.965,4038.105,6193.0
4038.155,4038.735,4028.375,4029.59,4164.0
4029.69,4031.885,4023.32,4031.535,5561.0
4031.585,4041.005,4030.45,4033.325,5746.0
4033.385,4041.43,4032.91,4034.92,5848.0
4034.93,4041.085,4034.35,4040.175,4833.0
4040.14,4041.11,4035.46,4038.5,3869.0
4038.51,4046.53,4036.945,4037.12,3716.0
4037.13,4037.54,4030.465,4031.78,3579.0
4031.715,4035.395,4030.6,4032.39,3179.0
4032.505,4032.505,4023.09,4030.755,3177.0
4030.73,4041.68,4029.365,4039.11,2594.0
4039.165,4040.39,4035.08,4037.14,1800.0
4037.1,4045.7,4037.1,4043.65,1815.0
4043.645,4064.115,4037.665,4054.68,12006.0
4054.665,4062.845,4052.955,4058.175,8688.0
4058.16,4061.12,4050.46,4050.77,7029.0
4050.885,4059.005,4049.985,4050.455,5114.0
4050.46,4056.155,4045.045,4055.465,4670.0
4055.405,4064.12,4054.885,4059.27,4141.0
4059.08,4059.11,4045.965,4046.75,4227.0
4046.67,4055.515,4044.02,4055.26,3487.0
4055.38,4059.52,4051.46,4055.59,5242.0
4055.52,4058.85,4053.11,4054.77,4762.0
4054.73,4056.22,4046.85,4049.56,4340.0
4049.69,4052.625,4047.17,4049.615,4284.0
4049.62,4055.74,4044.9,4053.24,3699.0
4053.18,4059.15,4052.56,4057.31,2131.0
4057.255,4060.785,4052.11,4055.04,2308.0
4055.12,4066.88,4054.735,4064.985,3759.0
4065.005,4069.625,4061.7,4064.485,5660.0
4064.555,4071.025,4062.65,4069.97,4141.0
4069.95,4073.54,4066.59,4073.295,4333.0
4073.275,4075.355,4069.755,4071.26,3612.0
4071.295,4076.005,4069.445,4075.975,2665.0
4076.01,4077.8,4069.13,4072.96,2514.0
4072.89,4078.91,4072.64,4078.33,1678.0
4078.27,4078.37,4073.29,4073.85,2087.0
4073.83,4078.845,4073.83,4078.78,1601.0
4078.72,4081.73,4078.36,4080.015,2556.0
4079.97,4080.64,4075.58,4076.13,2765.0
4076.19,4078.75,4074.315,4078.55,3454.0
4078.5,4079.095,4075.42,4075.69,2128.0
4075.68,4078.4,4075.485,4077.03,1320.0
4077.035,4087.925,4076.64,4086.34,2632.0
4086.14,4088.955,4083.86,4088.39,1595.0
4088.37,4093.815,4086.795,4093.005,3682.0
4093.0,4093.99,4088.865,4091.325,3274.0
4091.3,4099.41,4090.26,4098.35,2032.0
4098.3,4105.73,4097.93,4105.61,2748.0
4105.625,4113.8,4103.455,4107.91,5228.0
4107.6,4110.84,4104.74,4106.545,4400.0
4106.52,4106.915,4102.355,4103.36,3414.0
4103.34,4108.66,4100.245,4107.035,2599.0
4107.03,4107.57,4100.125,4102.085,4505.0
4102.205,4107.67,4100.6,4102.105,3558.0
4102.12,4104.77,4098.525,4101.785,1333.0
4101.715,4104.1,4100.725,4102.77,1491.0
4102.775,4105.18,4102.715,4104.695,1533.0
4104.695,4107.21,4100.54,4101.37,1224.0
4101.72,4102.83,4088.52,4088.75,2567.0
4088.76,4096.46,4088.76,4092.28,3102.0
4092.245,4096.585,4092.025,4096.325,1828.0
4096.3,4102.815,4096.3,4100.365,1719.0
4100.385,4103.935,4099.285,4102.175,1136.0
4102.41,4103.91,4099.735,4102.1,1001.0
4102.065,4102.77,4099.14,4100.25,1359.0
4100.29,4101.35,4097.71,4099.4,1344.0
4110.085,4111.145,4110.085,4111.125,20.0
4111.095,4111.195,4099.56,4101.245,2014.0
4101.25,4101.575,4093.63,4099.315,2218.0
4099.325,4108.7,4099.325,4106.94,2081.0
4107.005,4110.54,4100.43,4109.96,1856.0
4110.0,4110.025,4100.95,4103.12,1805.0
4103.115,4103.355,4092.59,4093.945,2928.0
4093.965,4101.435,4093.865,4097.205,2022.0
4097.18,4100.12,4096.46,4098.335,860.0
4098.13,4098.83,4094.845,4094.85,1191.0
4094.84,4104.255,4094.84,4099.16,1685.0
4099.165,4102.325,4098.885,4102.325,2064.0
4102.335,4104.89,4099.69,4101.54,1813.0
4101.53,4101.53,4093.615,4095.695,2018.0
4095.69,4096.18,4084.72,4090.6,4264.0
4090.645,4092.1,4084.545,4087.87,2956.0
4087.865,4091.23,4087.245,4088.82,1272.0
4088.84,4090.47,4080.6,4086.085,2859.0
4086.08,4094.82,4083.69,4093.275,2578.0
4093.29,4094.26,4090.065,4090.35,1780.0
4090.33,4091.19,4087.14,4088.89,1806.0
4088.91,4093.07,4085.805,4086.945,3210.0
4086.94,4093.01,4085.28,4090.615,3438.0
4090.61,4093.37,4087.635,4087.64,3630.0
4087.645,4096.73,4083.34,4094.86,5982.0
4094.825,4095.625,4088.79,4091.965,4864.0
4091.955,4092.785,4085.66,4085.805,3814.0
4085.83,4087.87,4081.44,4081.93,4425.0
4081.87,4082.45,4065.9,4071.42,8534.0
4071.69,4076.835,4067.445,4076.445,5674.0
4076.455,4084.675,4076.065,4082.82,4378.0
4082.8,4083.45,4071.635,4078.96,3327.0
4079.02,4081.93,4078.015,4081.93,2336.0
4081.895,4084.805,4080.325,4083.11,4532.0
4083.135,4086.015,4079.675,4084.07,4015.0
4084.085,4085.555,4079.875,4082.15,2629.0
4082.17,4082.185,4073.055,4075.515,7470.0
4075.55,4081.76,4071.845,4072.97,4838.0
4072.965,4081.685,4072.6,4077.75,4087.0
4077.78,4079.84,4074.04,4076.815,3151.0
4076.78,4091.23,4076.68,4091.09,4598.0
4091.08,4093.095,4087.125,4087.295,3934.0
4087.315,4089.99,4084.075,4087.99,4606.0
4087.97,4089.56,4086.005,4087.625,3349.0
4087.665,4091.595,4081.305,4081.975,3612.0
4081.97,4087.215,4077.855,4080.345,4575.0
4080.355,4083.21,4078.575,4078.725,4158.0
4078.735,4079.745,4072.93,4073.165,3513.0
4073.185,4078.335,4071.96,4076.89,3187.0
4076.895,4079.13,4076.525,4077.315,1893.0
4077.295,4079.08,4074.785,4075.83,2833.0
4075.945,4078.0,4072.38,4074.715,3488.0
4074.81,4080.06,4073.03,4078.91,2662.0
4079.08,4085.115,4078.89,4081.36,2994.0
4081.325,4084.785,4079.6,4081.74,5138.0
4081.9,4084.705,4079.785,4079.865,4285.0
4079.885,4080.005,4076.41,4079.86,3258.0
4079.84,4084.455,4078.79,4083.32,2581.0
4083.345,4083.98,4079.845,4080.97,3281.0
4080.965,4085.495,4080.72,4082.61,3037.0
4082.615,4084.17,4077.89,4082.73,4016.0
4082.715,4085.43,4082.255,4085.285,3953.0
4085.04,4088.69,4083.795,4088.655,3916.0
4088.67,4096.495,4088.67,4095.95,3429.0
4095.96,4100.25,4094.855,4099.565,2945.0
4099.58,4101.035,4095.25,4095.515,3222.0
4095.5,4096.095,4090.175,4090.675,1779.0
4090.2,4094.275,4089.745,4093.66,2163.0
4093.53,4095.24,4091.815,4093.6,2188.0
4093.605,4094.38,4090.645,4092.4,2757.0
4092.425,4092.48,4089.855,4090.395,2407.0
4090.39,4092.57,4090.315,4091.4,1299.0
4091.405,4092.055,4089.405,4090.82,2153.0
4090.81,4091.405,4087.8,4087.92,1603.0
4087.885,4092.005,4087.7,4091.605,2024.0
4091.625,4093.2,4087.38,4087.38,1888.0
4087.4,4087.96,4082.955,4085.295,1649.0
4085.505,4086.115,4079.895,4084.725,1407.0
4084.715,4087.745,4082.585,4087.585,1807.0
4087.515,4090.295,4086.715,4087.555,1414.0
4087.65,4088.715,4085.585,4087.73,1469.0
4087.755,4090.61,4086.525,4090.385,1617.0
4090.38,4091.295,4086.61,4089.785,1957.0
4089.845,4091.4,4088.215,4089.605,2890.0
4089.68,4091.345,4088.47,4090.23,2395.0
4090.225,4092.895,4089.66,4092.57,2304.0
4092.495,4094.02,4088.575,4091.065,2518.0
4091.075,4091.875,4088.94,4089.1,2004.0
4089.13,4089.41,4084.32,4085.77,2192.0
4085.775,4089.8,4084.075,4089.74,2073.0
4089.73,4098.605,4088.84,4094.485,3958.0
4094.455,4095.785,4090.665,4093.645,2534.0
4093.655,4097.365,4091.01,4096.875,1812.0
4096.845,4099.76,4096.725,4098.985,2387.0
4098.995,4106.205,4098.505,4106.105,2396.0
4106.055,4110.63,4105.13,4110.55,2383.0
4110.56,4125.195,4110.48,4123.01,4712.0
4122.995,4127.995,4121.05,4127.02,5511.0
4127.01,4137.745,4126.615,4129.935,6820.0
4129.86,4132.68,4124.12,4124.955,5735.0
4124.89,4127.395,4120.595,4126.56,4622.0
4126.455,4129.48,4123.57,4125.18,5410.0
4124.965,4127.56,4119.315,4121.045,4231.0
4121.085,4122.86,4113.37,4113.435,4857.0
4113.465,4123.665,4113.2,4122.475,4801.0
4122.4,4124.295,4117.215,4117.77,3148.0
