open,high,low,close,volume
3476.745,3483.475,3475.84,3480.155,10102.0
3480.165,3485.86,3480.115,3485.765,13663.0
3485.76,3486.73,3479.16,3479.45,18599.0
3479.5,3490.075,3478.47,3489.845,17532.0
3489.895,3494.295,3480.63,3482.665,26223.0
3482.65,3488.6,3474.42,3482.105,23658.0
3482.1,3485.84,3478.35,3485.18,20551.0
3485.385,3493.7,3479.0,3489.145,39161.0
3489.085,3505.12,3488.465,3502.395,41095.0
3502.48,3514.135,3495.24,3511.225,33264.0
3511.255,3516.91,3509.525,3513.05,24573.0
3513.04,3520.58,3511.7,3520.5,21548.0
3520.505,3526.48,3518.155,3524.94,17697.0
3524.945,3528.865,3524.445,3527.885,16409.0
3527.9,3528.835,3522.015,3528.265,16613.0
3528.26,3530.195,3524.7,3529.35,12103.0
3529.355,3530.805,3527.885,3530.115,12137.0
3530.115,3532.12,3525.295,3528.435,12234.0
3528.445,3538.17,3528.445,3536.6,13044.0
3536.565,3540.06,3533.2,3537.105,15280.0
3537.095,3537.71,3533.4,3536.67,4008.0
3536.6,3536.82,3533.545,3533.545,3297.0
3532.72,3534.9,3532.035,3532.76,2828.0
3532.765,3533.5,3529.195,3529.31,2838.0
3529.235,3530.23,3527.85,3527.85,2041.0
3527.835,3533.1,3526.54,3529.915,5727.0
3529.835,3547.33,3528.1,3537.05,16550.0
3537.04,3543.505,3534.96,3536.115,13058.0
3536.05,3541.835,3531.81,3537.275,19798.0
3537.285,3541.25,3535.115,3538.945,12461.0
3538.895,3546.145,3538.22,3540.925,12611.0
3540.905,3541.78,3531.165,3531.69,14851.0
3531.685,3533.615,3529.63,3531.105,13239.0
3531.165,3533.26,3529.38,3530.91,6948.0
3530.925,3535.105,3530.79,3534.32,8156.0
3534.345,3538.41,3534.33,3536.985,7396.0
3537.0,3538.112,3532.985,3534.75,10270.0
3534.725,3534.88,3526.77,3530.1,12559.0
3530.085,3535.16,3530.045,3533.47,10305.0
3533.425,3537.725,3532.545,3535.255,9459.0
3535.245,3536.325,3529.13,3532.045,11452.0
3532.08,3537.05,3531.705,3533.9,9646.0
3533.88,3541.505,3533.75,3541.255,12660.0
3541.19,3541.26,3536.195,3540.085,9774.0
3540.08,3541.995,3538.255,3538.32,11306.0
3538.24,3539.22,3533.75,3534.35,10413.0
3534.335,3537.11,3532.37,3536.915,12612.0
3536.89,3541.77,3535.19,3540.175,11835.0
3540.17,3548.035,3539.975,3545.89,11808.0
3545.915,3549.66,3544.84,3547.705,12725.0
3547.725,3549.445,3541.395,3547.425,16544.0
3547.42,3551.635,3544.38,3550.63,18083.0
3550.625,3561.28,3549.38,3560.36,21205.0
3560.365,3561.39,3549.345,3554.095,31886.0
3554.025,3565.805,3551.635,3563.17,34462.0
3563.32,3564.94,3554.525,3558.49,26402.0
3558.55,3565.27,3557.63,3564.76,21262.0
3564.75,3567.525,3561.195,3564.02,15736.0
3563.985,3568.185,3562.375,3567.87,13735.0
3567.86,3572.67,3566.955,3572.46,12573.0
3572.485,3573.135,3570.25,3571.805,12509.0
3571.815,3576.03,3571.665,3574.53,11920.0
3574.625,3578.66,3574.47,3574.705,13425.0
3574.7,3574.795,3565.53,3570.445,22447.0
3570.47,3571.77,3561.815,3564.155,15629.0
3564.245,3565.965,3561.22,3563.66,16700.0
3563.75,3566.095,3561.795,3564.405,4484.0
3564.415,3564.48,3558.94,3559.26,4139.0
3560.26,3563.745,3559.002,3563.735,4882.0
3563.715,3564.155,3561.09,3561.715,5681.0
3561.65,3561.78,3554.48,3558.115,7811.0
3558.115,3560.765,3554.955,3560.495,3097.0
3560.555,3561.11,3551.895,3560.035,10556.0
3560.04,3562.52,3556.865,3561.57,8195.0
3561.595,3563.475,3551.77,3552.23,13208.0
3552.235,3553.21,3543.715,3546.265,16767.0
3546.25,3550.61,3540.73,3545.245,12934.0
3545.26,3546.315,3526.4,3530.775,21152.0
3530.765,3531.78,3511.755,3530.09,23536.0
3530.11,3531.465,3526.105,3529.18,7718.0
3529.185,3534.4,3528.815,3531.14,7785.0
3531.175,3533.275,3530.005,3533.255,3204.0
